id,naam,locatie,provincie,gemeente,deelgemeente,bewaringstoestand,structuren,gebeurtenistypes,brontypes,stijl,typologie,context,materiaal,plantensoort,datering,gebeurtenissen,themas,disciplines,zichtbaarheid,dataverantwoordelijke
984093,Zevecotestraat,Zevecotestraat (Jabbeke),West-Vlaanderen,Jabbeke,Jabbeke,niet bewaard,,"metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",literatuur,,,,,,,Proefsleuvenonderzoek Zevecotestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980426,Bakkersdreef,Bakkersdreef (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,,"archeologisch vooronderzoek, landschappelijk booronderzoek, sleuvenonderzoek, verkennend archeologisch booronderzoek",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Bakkersdreef,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980284,Kalmthout Brasschaatsteenweg,Brasschaatsteenweg (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, landschappelijk booronderzoek, sleuvenonderzoek",nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Kalmthout Brasschaatsteenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980270,Vooronderzoek Kalmthout Darm 5,Darm 5 (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,Nieuwste Tijd,"archeologisch vooronderzoek met ingreep in de bodem, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"afwateringsgreppels, perceelsgrenzen",,,,nieuwste tijd,Vooronderzoek Kalmthout Darm 5,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983689,Ericalaan - Fazantenlaan,"Ericalaan, Fazantenlaan (Kalmthout)",Antwerpen,Kalmthout,Kalmthout,bewaard,,"landschappelijk booronderzoek, verkennend archeologisch booronderzoek",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Ericalaan - Fazantenlaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981701,Foxemaatstraat,Foxemaatstraat (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,Nieuwe tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,paalsporen,,,,nieuwe tijd,Proefsleuven Foxemaatstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983168,Heiken II,Heiken (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,Grondsporen nieuwe tot nieuwste tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, paalsporen, vaatwerk, waterputten",,aardewerk,,"nieuwe tijd, nieuwste tijd",Proefsleuvenonderzoek Heiken II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987689,Standaertlei Retentiebekken,"Heuvel, Standaertlei (Kalmthout)",Antwerpen,Kalmthout,Kalmthout,niet bewaard,Grondsporen,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen",,,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Standaertlei Retentiebekken,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989522,Kerkeneind 13,Kerkeneind (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,Nieuwe tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,walgrachten,,steengoed,,nieuwe tijd,Vooronderzoek Kerkeneind 13,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983789,Kijkuitstraat,Kijkuitstraat 60 (Kalmthout),Antwerpen,Kalmthout,Kalmthout,bewaard,archeologische site,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"greppels, kuilen, muurresten, paalkuilen, waterputten",,"aardewerk, baksteenwaar, glas",,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Vooronderzoek Kijkuitstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984738,Prins Albertlei 47,"Prins Albertlei  (Kalmthout), Prins Albertlei  (Kapellen)",Antwerpen,"Kalmthout, Kapellen","Kalmthout, Kapellen",niet bewaard,Rabatten,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,"greppels, rabatten",,,,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Prins Albertlei 47,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980829,Kalmthout Roosendaalsebaan,Roosendaalsebaan 197 (Kalmthout),Antwerpen,Kalmthout,Onbepaald,niet bewaard,Recente sporen,"archeologisch vooronderzoek met ingreep in de bodem, landschappelijk booronderzoek, sleuvenonderzoek",nota (archeologieportaal),,"perceelsgreppels, ploegsporen",,,,nieuwste tijd,Vooronderzoek Kalmthout Roosendaalsebaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982469,Roosendaalsebaan 72,Roosendaalsebaan 72 (Kalmthout),Antwerpen,Kalmthout,Kalmthout,bewaard,"Sporen uit de 16de - 17de eeuw, Sporen uit 18de - 19de eeuw",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"akkerlagen, greppels, kuilen, paalkuilen, spitsporen, waterkuilen, waterputten",,aardewerk,,"16de eeuw, 17de eeuw, 18de eeuw, 19de eeuw, nieuwe tijd, nieuwste tijd",Vooronderzoek Kalmthout Roosendaalsebaan 72,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980833,Kalmthout Vredelaan,Vredelaan 19 (Kalmthout),Antwerpen,Kalmthout,Onbepaald,niet bewaard,Depressie,"archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,depressies,podzols,,,,Vooronderzoek Kalmthout Vredelaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980832,Kalmthout Warandalei,Warandalei 21 (Kalmthout),Antwerpen,Kalmthout,Kalmthout,niet bewaard,"Recente sporen, Losse vondsten","archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",archeologienota (archeologieportaal),,"greppels, perceelsgreppels",,"aardewerk, glas",,"19de eeuw, 20ste eeuw",Vooronderzoek Kalmthout Warandalei,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
165295,Bunker C 30,Aarschotsebaan (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,bewaard,Monumentaal Relict,erfgoedonderzoek,literatuur,,"bunkers, linies",,,,"interbellum, WO II",Erfgoedonderzoek,Erfgoed Tweede Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
216024,Dorpsstraat,Dorpsstraat (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,bewaard,Menselijk botmateriaal,toevalsvondsten,"literatuur, toevalsvondst (archeologieportaal)",,"inhumatiegraven, kerkhoven, losse vondsten",,bot (menselijk),,,Toevalsvondst Dorpsstraat,Historische dorpskernen,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984425, Kerkstraat - Haachtsesteenweg,"Haachtsesteenweg, Kerkstraat (Kampenhout)",Vlaams-Brabant,Kampenhout,Kampenhout,bewaard,"Metaaldetectievondsten, 19-20ste eeuwse oppervlaktevondsten, 17-18de eeuwse oppervlaktevondsten, Laatmiddeleeuwse scherven, 19de-20ste eeuw, Waterput","in-situbehoud, metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,"ambachtelijke objecten, bevestigingselementen, bouwmaterialen, indicaties voor metaalbewerking, kleding en -accessoires, kuilen, munten, recreatieve objecten, vaatwerk, versieringsonderdelen van voorwerpen, wapens en munitie, waterputten",kuilen,"aardewerk, bot (dierlijk), geglazuurd aardewerk, glas, grijs aardewerk, houtskool, ijzer, kalkzandsteen, koperlegering, kwartsiet, lood, metaal, mortel, porselein, rood aardewerk, steen, steengoed",,"17de eeuw, 18de eeuw, 19de eeuw, 20ste eeuw, late middeleeuwen",Proefsleuvenonderzoek Kerkstraat - Haachtsesteenweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
165294,Bunker VB 45,Hubert Tobbackstraat (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,bewaard,Monumentaal Relict,erfgoedonderzoek,literatuur,,"bunkers, linies",,,,"interbellum, WO II",Erfgoedonderzoek,Erfgoed Tweede Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980460,Laarstraat,Laarstraat (Kampenhout),Vlaams-Brabant,Kampenhout,Nederokkerzeel,niet bewaard,"Postmiddeleeuwse sporen, Ijzertijd sporen, Romeinse sporen","archeobotanisch onderzoek, archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen, landschappelijk booronderzoek, radiokoolstofdatering","eindverslag (archeologieportaal), nota (archeologieportaal)",,"bevestigingselementen, bouwmaterialen, gebouwplattegronden, greppels, kuilen, paalsporen, spijkers, vaatwerk, woonstalhuizen (archeologisch erfgoed), zandwinning",,"aardewerk, bot (dierlijk), houtskool, ijzer, plantaardig materiaal, zandsteen",,"late ijzertijd (oosten), Midden-Romeinse tijd, middenijzertijd, nieuwe tijd, nieuwste tijd","Archeologische opgraving Laarstraat, Proefsleuvenonderzoek Laarstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980018,Vliegtuigcrash Sabena 548,Lemmekenstraat 26 (Kampenhout),Vlaams-Brabant,Kampenhout,Onbepaald,bewaard,,archiefonderzoek,literatuur,,"crash sites, deposities van menselijke resten, vliegtuigonderdelen",,,,tweede helft 20ste eeuw,Historisch onderzoek vliegtuigcrash,Vliegtuig crash sites,Archeologisch,publiek,Agentschap Onroerend Erfgoed
165370,Bunker VC 29,Leuvensesteenweg (Kampenhout),Vlaams-Brabant,Kampenhout,Buken,bewaard,Monumentaal Relict,erfgoedonderzoek,literatuur,,"bunkers, linies",,,,"interbellum, WO II",Erfgoedonderzoek,Erfgoed Tweede Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980992,Mechelsesteenweg 54,Mechelsesteenweg 54 (Kampenhout),Vlaams-Brabant,"Boortmeerbeek, Kampenhout",Kampenhout,niet bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, landschappelijk booronderzoek",nota (archeologieportaal),,,,,,,Vooronderzoek Mechelsesteenweg 54,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980495,Kampenhout Slibdepot Oudenhuisbaan,Oudenhuisbaan (Kampenhout),Vlaams-Brabant,Kampenhout,Nederokkerzeel,bewaard,"Onbepaalde (paal)kuilen en greppels, Lithisch artefact, Postmiddeleeuwse zandsteenwinning",archeologisch vooronderzoek met ingreep in de bodem,nota (archeologieportaal),,"depressies, greppels, kuilen, losse vondsten, paalkuilen, steenwinning, werktuigen",,"bot (dierlijk), vuursteen",,"mesolithicum, nieuwe tijd, nieuwste tijd",Vooronderzoek Kampenhout - Slibdepot Oudenhuisbaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981118,Fragment Wellington NC573 Crash site,Oudenhuisbaan (Kampenhout),Vlaams-Brabant,Kampenhout,Nederokkerzeel,bewaard,Onderdeel van Wellington,toevalsvondsten,"literatuur, toevalsvondst (archeologieportaal)",,"crash sites, vliegtuigonderdelen",,aluminium,,WO II,Toevalsvondst fragment Wellington Crashsite,"Erfgoed Tweede Wereldoorlog, Vliegtuig crash sites",Archeologisch,publiek,Agentschap Onroerend Erfgoed
165296,Bunker VB 47,Schoolstraat (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,bewaard,Monumentaal Relict,erfgoedonderzoek,literatuur,,"bunkers, linies",,,,"interbellum, WO II",Erfgoedonderzoek,Erfgoed Tweede Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983238,Sparrendreef,Sparrendreef 5 (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Sparrendreef,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983513,Vekestraat (Fase 1),Vekestraat (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,niet bewaard,,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Vekestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983514,Schoonhoven,Vekestraat (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,bewaard,Kasteel,kaartstudie,cartografie/iconografie/fotografie,,"kastelen (woningen), walgrachten",,,,tweede helft 18de eeuw,Kaartstudie Kampenhout,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979942,Kampenhout Witloofstraat,Witloofstraat 19 (Kampenhout),Vlaams-Brabant,Kampenhout,Nederokkerzeel,niet bewaard,"Witloofoventjes, Verwarmingssysteem, Aardewerk onbepaald, Schoen","archeologisch vooronderzoek met ingreep in de bodem, archeologische opgravingen, sleuvenonderzoek, toevalsvondsten","eindverslag (archeologieportaal), nota (archeologieportaal), toevalsvondst (archeologieportaal)",,"kleding en -accessoires, ovens",,"aardewerk, ijzer, leer",,"eerste helft 20ste eeuw, nieuwe tijd, vierde kwart 19de eeuw","Opgraving Witloofstraat, Proefsleuvenonderzoek Kampenhout Witloofstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989098,Kampenhout-Zeypestraat,Zeypestraat (Kampenhout),Vlaams-Brabant,Kampenhout,Kampenhout,niet bewaard,Vondsten,"metaaldetectie, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"grachten (infrastructuur), greppels, kuilen",,"aardewerk, metaal, pijpaarde, vuursteen",,"19de eeuw, 20ste eeuw, nieuwe tijd",Vooronderzoek Kampenhout-Zeypestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
222529,Londerzeelseweg I,Londerzeelseweg (Kapelle-op-den-Bos),Vlaams-Brabant,Kapelle-op-den-Bos,Ramsdonk,niet bewaard,Onbepaald,archeologische opgravingen,eindverslag (archeologieportaal),,,,,,,Werfbegeleiding Londerzeelseweg I,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982864,Molenstraat ,Molenstraat (Kapelle-op-den-Bos),Vlaams-Brabant,Kapelle-op-den-Bos,Nieuwenrode,niet bewaard,,"proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",,,,,,,,Vooronderzoek Molenstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990206,Veldstraat 15,Overzetstraat 52 (Kapelle-op-den-Bos),Vlaams-Brabant,Kapelle-op-den-Bos,Kapelle-op-den-Bos,niet bewaard,Sporen uit 19de - 20ste eeuw,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen, paalkuilen, vaatwerk",,"aardewerk, gekleurd glas, porselein",,nieuwste tijd,Vooronderzoek Veldstraat 15,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983384,Renaat Veremanslaan,R.Veremanslaan (Kapelle-op-den-Bos),Vlaams-Brabant,Kapelle-op-den-Bos,Ramsdonk,niet bewaard,Grondsporen,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"kuilen, paalsporen, perceelsgreppels, vaatwerk",,aardewerk,,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Renaat Veremanslaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988368,Verbindingsweg,Verbindingsweg (Kapelle-op-den-Bos),Vlaams-Brabant,Kapelle-op-den-Bos,Kapelle-op-den-Bos,niet bewaard,"Witloofoventje, ploegsporen en greppels, paalspoor","landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, ovens, paalkuilen, ploegsporen, vaatwerk",,"aardewerk, bot (dierlijk), pijpaarde",,nieuwste tijd,Vooronderzoek Verbindingsweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981070,Eksterlaan 25,Eksterlaan 25 (Kapellen),Antwerpen,Kapellen,Kapellen,niet bewaard,Nieuwe tot nieuwste tijd,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"perceelsgreppels, wapens en munitie","archeologische objecten, archeologische sporen en uitgravingen",,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Eksterlaan 25,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988799,Franselei 11,Franselei (Kapellen),Antwerpen,Kapellen,Kapellen,niet bewaard,Grondsporen,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,greppels,,,,,Archeologisch vooronderzoek Franselei 11,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983459,Grensstraat,Grensstraat (Kapellen),Antwerpen,Kapellen,Kapellen,niet bewaard,,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Grensstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989107,Torenlei,Heidestraat-Noord 6 (Kapellen),Antwerpen,Kapellen,Onbepaald,bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Vooronderzoek Torenlei,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982335,Hoogboomsesteenweg 92,Hoogboomsteenweg 92 (Kapellen),Antwerpen,Kapellen,Kapellen,niet bewaard,Nieuwe tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,greppels,,,,nieuwe tijd,Proefsleuvenonderzoek Hoogboomsesteenweg 92,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989273,Klinkaardstraat,Klinkaardstraat (Kapellen),Antwerpen,Kapellen,Kapellen,niet bewaard,"Sporen late middeleeuwen-nieuwe tijd , Sporen nieuwste tijd","landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen, muurresten, paalsporen, perceelsgreppels, spitsporen",,,,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Vooronderzoek Klinkaardstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
222395,Roodborstjeslaan,Roodborstjeslaan (Kapellen),Antwerpen,Kapellen,Kapellen,bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, landschappelijk booronderzoek",nota (archeologieportaal),,,,,,,Vooronderzoek Roodborstjeslaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990245,Starrenhoflaan 8-12,Starrenhoflaan (Kapellen),Antwerpen,Kapellen,Kapellen,niet bewaard,Recente sporen,"bureauonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"afvalkuilen, greppels",,baksteenwaar,,"19de eeuw, 20ste eeuw",Vooronderzoek Kapellen Starrenhoflaan 8-12,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981036,Bommelsdreef,Bommelsdreef (Kaprijke),Oost-Vlaanderen,Kaprijke,Lembeke,bewaard,Greppels,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,greppels,,,,nieuwste tijd,Archeologisch vooronderzoek Bommelsdreef,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
991632,Ter hoogte van de Gravin Mad. d' Alcantaralaan en de Antwerpse Heirweg,Gravin Mad. d'Alcantaralaan (Kaprijke),Oost-Vlaanderen,Kaprijke,Lembeke,bewaard,,"landschappelijk bodemonderzoek, verkennend archeologisch booronderzoek",nota (archeologieportaal),,,,,,,Vooronderzoek ter hoogte van de Gravin Mad. d' Alcantaralaan en de Antwerpse Heirweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984145,Archeologisch vooronderzoek Kaprijke Plein,Plein (Kaprijke),Oost-Vlaanderen,Kaprijke,Onbepaald,niet bewaard,,"archeologisch vooronderzoek met ingreep in de bodem, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Kaprijke Plein,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980894,Rysselhof,Rysselhofstraat 6 (Kaprijke),Oost-Vlaanderen,Kaprijke,Kaprijke,bewaard,"Kelderstructuur, Ondateerbare sporen",vlakdekkende opgravingen,eindverslag (archeologieportaal),,"greppels, kuilen, muurresten, vaatwerk, vloeren","archeologische objecten, archeologische sporen en uitgravingen","aardewerk, glas",,"18de eeuw, 19de eeuw, nieuwste tijd",Opgraving Rysselhof ,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989674,Fietstunnel N49,Vaartstraat (Kaprijke),Oost-Vlaanderen,Kaprijke,Lembeke,niet bewaard,Nieuwe Tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, kuilen",,,,nieuwe tijd,Vooronderzoek Fietstunnel N49,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
218350,Zuidstraat,"Voorstraat, Zuidstraat (Kaprijke)",Oost-Vlaanderen,Kaprijke,Kaprijke,bewaard,Grondsporen,archeologisch vooronderzoek met ingreep in de bodem,nota (archeologieportaal),,nederzettingen,,,,ijzertijd,Vooronderzoek Zuidstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980892,Onze-Lieve-Vrouw Hemelvaart parochiekerk,Voorstraat (Kaprijke),Oost-Vlaanderen,Kaprijke,Kaprijke,bewaard,Middeleeuwse kerk,"archeologische opgravingen, kaartstudie","cartografie/iconografie/fotografie, eindverslag (archeologieportaal)",,"funderingslagen, graven, muurresten, onderdelen van kerken en kapellen",parochiekerken,"aardewerk, bot (menselijk), metaal, natuursteen",,"late middeleeuwen, nieuwe tijd","Kaartstudie Ferrariskaart, Opgraving Onze-Lieve-Vrouw Parochiekerk",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
